page_id,doc_id,confidence,notes,duplicate_of
dolil_524,deed_p0524,unreviewed,beyond manual pass,
dolil_525,deed_p0525,unreviewed,beyond manual pass,
dolil_526,deed_p0526,unreviewed,beyond manual pass,
dolil_527,deed_p0527,unreviewed,beyond manual pass,
dolil_528,deed_p0528,unreviewed,beyond manual pass,
dolil_529,deed_p0529,unreviewed,beyond manual pass,
dolil_530,deed_p0530,unreviewed,beyond manual pass,
dolil_531,deed_p0531,unreviewed,beyond manual pass,
dolil_532,deed_p0532,unreviewed,beyond manual pass,
dolil_533,deed_p0533,unreviewed,beyond manual pass,
dolil_534,deed_p0534,unreviewed,beyond manual pass,
dolil_535,deed_p0535,unreviewed,beyond manual pass,
dolil_536,deed_p0536,unreviewed,beyond manual pass,
dolil_537,deed_p0537,unreviewed,beyond manual pass,
dolil_538,deed_p0538,unreviewed,beyond manual pass,
dolil_539,deed_p0539,unreviewed,beyond manual pass,
dolil_540,deed_p0540,unreviewed,beyond manual pass,
dolil_541,deed_p0541,unreviewed,beyond manual pass,
dolil_542,deed_p0542,unreviewed,beyond manual pass,
dolil_543,deed_p0543,unreviewed,beyond manual pass,
dolil_544,deed_p0544,unreviewed,beyond manual pass,
dolil_545,deed_p0545,unreviewed,beyond manual pass,
dolil_546,deed_p0546,unreviewed,beyond manual pass,
dolil_547,deed_p0547,unreviewed,beyond manual pass,
dolil_548,deed_p0548,unreviewed,beyond manual pass,
dolil_549,deed_p0549,unreviewed,beyond manual pass,
dolil_550,deed_p0550,unreviewed,beyond manual pass,
dolil_551,deed_p0551,unreviewed,beyond manual pass,
dolil_552,deed_p0552,unreviewed,beyond manual pass,
dolil_553,deed_p0553,unreviewed,beyond manual pass,
dolil_554,deed_p0554,unreviewed,beyond manual pass,
dolil_555,deed_p0555,unreviewed,beyond manual pass,
dolil_556,deed_p0556,unreviewed,beyond manual pass,
dolil_557,deed_p0557,unreviewed,beyond manual pass,
dolil_558,deed_p0558,unreviewed,beyond manual pass,
dolil_559,deed_p0559,unreviewed,beyond manual pass,
dolil_560,deed_p0560,unreviewed,beyond manual pass,
dolil_561,deed_p0561,unreviewed,beyond manual pass,
dolil_562,deed_p0562,unreviewed,beyond manual pass,
dolil_563,deed_p0563,unreviewed,beyond manual pass,
dolil_564,deed_p0564,unreviewed,beyond manual pass,
dolil_565,deed_p0565,unreviewed,beyond manual pass,
dolil_566,deed_p0566,unreviewed,beyond manual pass,
dolil_567,deed_p0567,unreviewed,beyond manual pass,
dolil_568,deed_p0568,unreviewed,beyond manual pass,
dolil_569,deed_p0569,unreviewed,beyond manual pass,
dolil_570,deed_p0570,unreviewed,beyond manual pass,
dolil_571,deed_p0571,unreviewed,beyond manual pass,
dolil_572,deed_p0572,unreviewed,beyond manual pass,
dolil_573,deed_p0573,unreviewed,beyond manual pass,
dolil_574,deed_p0574,unreviewed,beyond manual pass,
dolil_575,deed_p0575,unreviewed,beyond manual pass,
dolil_576,deed_p0576,unreviewed,beyond manual pass,
dolil_577,deed_p0577,unreviewed,beyond manual pass,
dolil_578,deed_p0578,unreviewed,beyond manual pass,
dolil_579,deed_p0579,unreviewed,beyond manual pass,
dolil_580,deed_p0580,unreviewed,beyond manual pass,
dolil_581,deed_p0581,unreviewed,beyond manual pass,
dolil_582,deed_p0582,unreviewed,beyond manual pass,
dolil_583,deed_p0583,unreviewed,beyond manual pass,
dolil_584,deed_p0584,unreviewed,beyond manual pass,
dolil_585,deed_p0585,unreviewed,beyond manual pass,
dolil_586,deed_p0586,unreviewed,beyond manual pass,
dolil_587,deed_p0587,unreviewed,beyond manual pass,
dolil_588,deed_p0588,unreviewed,beyond manual pass,
dolil_589,deed_p0589,unreviewed,beyond manual pass,
dolil_590,deed_p0590,unreviewed,beyond manual pass,
dolil_591,deed_p0591,unreviewed,beyond manual pass,
dolil_592,deed_p0592,unreviewed,beyond manual pass,
dolil_593,deed_p0593,unreviewed,beyond manual pass,
dolil_594,deed_p0594,unreviewed,beyond manual pass,
dolil_595,deed_p0595,unreviewed,beyond manual pass,
dolil_596,deed_p0596,unreviewed,beyond manual pass,
dolil_597,deed_p0597,unreviewed,beyond manual pass,
dolil_598,deed_p0598,unreviewed,beyond manual pass,
dolil_599,deed_p0599,unreviewed,beyond manual pass,
dolil_600,deed_p0600,unreviewed,beyond manual pass,
dolil_601,deed_p0601,unreviewed,beyond manual pass,
dolil_602,deed_p0602,unreviewed,beyond manual pass,
dolil_603,deed_p0603,unreviewed,beyond manual pass,
dolil_604,deed_p0604,unreviewed,beyond manual pass,
dolil_605,deed_p0605,unreviewed,beyond manual pass,
dolil_606,deed_p0606,unreviewed,beyond manual pass,
dolil_607,deed_p0607,unreviewed,beyond manual pass,
dolil_608,deed_p0608,unreviewed,beyond manual pass,
dolil_609,deed_p0609,unreviewed,beyond manual pass,
dolil_610,deed_p0610,unreviewed,beyond manual pass,
dolil_611,deed_p0611,unreviewed,beyond manual pass,
dolil_612,deed_p0612,unreviewed,beyond manual pass,
dolil_613,deed_p0613,unreviewed,beyond manual pass,
dolil_614,deed_p0614,unreviewed,beyond manual pass,
dolil_615,deed_p0615,unreviewed,beyond manual pass,
dolil_616,deed_p0616,unreviewed,beyond manual pass,
dolil_617,deed_p0617,unreviewed,beyond manual pass,
dolil_618,deed_p0618,unreviewed,beyond manual pass,
dolil_619,deed_p0619,unreviewed,beyond manual pass,
dolil_620,deed_p0620,unreviewed,beyond manual pass,
dolil_621,deed_p0621,unreviewed,beyond manual pass,
dolil_622,deed_p0622,unreviewed,beyond manual pass,
dolil_623,deed_p0623,unreviewed,beyond manual pass,
dolil_624,deed_p0624,unreviewed,beyond manual pass,
dolil_625,deed_p0625,unreviewed,beyond manual pass,
dolil_626,deed_p0626,unreviewed,beyond manual pass,
dolil_627,deed_p0627,unreviewed,beyond manual pass,
dolil_628,deed_p0628,unreviewed,beyond manual pass,
dolil_629,deed_p0629,unreviewed,beyond manual pass,
dolil_630,deed_p0630,unreviewed,beyond manual pass,
dolil_631,deed_p0631,unreviewed,beyond manual pass,
dolil_632,deed_p0632,unreviewed,beyond manual pass,
dolil_633,deed_p0633,unreviewed,beyond manual pass,
dolil_634,deed_p0634,unreviewed,beyond manual pass,
dolil_635,deed_p0635,unreviewed,beyond manual pass,
dolil_636,deed_p0636,unreviewed,beyond manual pass,
dolil_637,deed_p0637,unreviewed,beyond manual pass,
dolil_638,deed_p0638,unreviewed,beyond manual pass,
dolil_639,deed_p0639,unreviewed,beyond manual pass,
dolil_640,deed_p0640,unreviewed,beyond manual pass,
dolil_641,deed_p0641,unreviewed,beyond manual pass,
dolil_642,deed_p0642,unreviewed,beyond manual pass,
dolil_643,deed_p0643,unreviewed,beyond manual pass,
dolil_644,deed_p0644,unreviewed,beyond manual pass,
dolil_645,deed_p0645,unreviewed,beyond manual pass,
dolil_646,deed_p0646,unreviewed,beyond manual pass,
dolil_647,deed_p0647,unreviewed,beyond manual pass,
dolil_648,deed_p0648,unreviewed,beyond manual pass,
dolil_649,deed_p0649,unreviewed,beyond manual pass,
dolil_650,deed_p0650,unreviewed,beyond manual pass,
dolil_651,deed_p0651,unreviewed,beyond manual pass,
dolil_652,deed_p0652,unreviewed,beyond manual pass,
dolil_653,deed_p0653,unreviewed,beyond manual pass,
